business_id,name,full_address,street,city,state,postal_code,country,latitude,longitude,review_count,rating,phone_number,timezone,website,place_id,place_link,types,tags,price_level,sunday_hours,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,verified,description,facebook,instagram,tiktok,snapchat,twitter,linkedin,github,youtube,pinterest,website_title,website_description,email_1,email_2,email_3,email_4,email_5,email_6,email_7,email_8,email_9,website_phone_number_1,website_phone_number_2,website_phone_number_3,website_phone_number_4,website_phone_number_5,website_phone_number_6
"0x4cce0690c4770c21:0xc2a45cf95215cc17","The Irish Plumber","1405 Raven Ave, Ottawa, ON K1Z 7Y5","1405 Raven Ave","Ottawa","ON","K1Z 7Y5","Canada","45.3779453","-75.7366576","794","4.8","+16139027441","America/Toronto","https://theirishplumber.ca/ottawa-plumbing-drain-services//?UTM_source=GMB_listing&UTM_medium=organic","ChIJIQx3xJAGzkwRF8wVUvlcpMI","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4cce0690c4770c21:0xc2a45cf95215cc17","Plumber | Bathroom remodeler | Drainage service | Kitchen remodeler","plumbing","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0x4cce05413b85e4ab:0x5df655f0d2104466","Belanger St-Pierre Plumbing","","","","","","Canada","45.2501566","-75.8002569","53","4.7","+16137452872","America/Toronto","https://belangerplb.com/","ChIJq-SFO0EFzkwRZkQQ0vBV9l0","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4cce05413b85e4ab:0x5df655f0d2104466","Plumber | Bathroom remodeler | Drainage service | Service establishment | HVAC contractor | Kitchen remodeler | Waterbed repair service","plumbing, hvac, construction","","Closed","8 a.m.–4 p.m.","8 a.m.–4 p.m.","8 a.m.–4 p.m.","8 a.m.–4 p.m.","8 a.m.–4 p.m.","Closed","true","","","","","","","","","","","Ottawa Plumbing Since 1960 | Belanger St-Pierre Plumbing and Heating","At Belanger St-Pierre Plumbing and Heating, we offer the best plumbing services. Proudly serving the Ottawa region since 1960. Call Today!","info@belangerplb.com","","","","","","","","","+1 613 745 2872","+1 613 744 2147","","","",""
"0x4cce05c1b614d6d3:0xda82d194aac7f0c3","Knox Plumbing and Heating","110b Lebreton St N, Ottawa, ON K1R 7H4","110b Lebreton St N","Ottawa","ON","K1R 7H4","Canada","45.407573299999996","-75.7081972","13","5","+16138942000","America/Toronto","","ChIJ09YUtsEFzkwRw_DHqpTRgto","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4cce05c1b614d6d3:0xda82d194aac7f0c3","Plumber","plumbing, hvac","","Closed","6 a.m.–7 p.m.","6 a.m.–7 p.m.","6 a.m.–7 p.m.","6 a.m.–7 p.m.","6 a.m.–7 p.m.","Closed","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0x4cce08bfddaaec7f:0xf267548892fd82eb","The Irish Plumber","3274 Kodiak Street, Ottawa, ON K1V 7S8","3274 Kodiak Street","Ottawa","ON","K1V 7S8","Canada","45.373925899999996","-75.6538867","68","4.9","+16137033650","America/Toronto","https://theirishplumber.ca/south-keys-greenboro-plumbing/?UTM_source=GMB_listing&UTM_medium=organic","ChIJf-yq3b8IzkwR64L9kohUZ_I","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4cce08bfddaaec7f:0xf267548892fd82eb","Plumber | Bathroom remodeler | Drainage service | Kitchen remodeler","plumbing","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0x4cce05e8881aaaab:0xd2508f8c315ddfdb","Canadian Electrical & Plumbing","Ottawa, ON K1S 5N2","","Ottawa","ON","K1S 5N2","Canada","45.3924607","-75.6822447","","","+16137395492","America/Toronto","","ChIJq6oaiOgFzkwR299dMYyPUNI","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4cce05e8881aaaab:0xd2508f8c315ddfdb","Electrician","plumbing, electrical","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0x4cce0fba9007fd07:0xf1ebbb4ff8a39d25","Canada Plumbing","5330 Canotek Rd Unit 22, Ottawa, ON K1J 9C1","5330 Canotek Rd Unit 22","Ottawa","ON","K1J 9C1","Canada","45.452819299999994","-75.5851495","176","5","+16138907700","America/Toronto","http://www.canadaplumbingservices.com/","ChIJB_0HkLoPzkwRJZ2j-E-76_E","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4cce0fba9007fd07:0xf1ebbb4ff8a39d25","Plumber | Drainage service | Gas installation service | General contractor | Heating contractor | Pump supplier | Water softening equipment supplier | Water treatment supplier","wholesale, plumbing, hvac, construction","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","true","","https://www.facebook.com/Canada-Plumbing-Inc-108899934921527","","","","","","","","","Professional Ottawa Plumbers for All Plumbing Issues | Canada Plumbing","Our team of professional Ottawa Plumbers help resolve all plumbing issues, from clogged drains to fault hot water tanks. Call us today for more information.","jmcpherson@canadaplumbing.net","info@canadaplumbing.net","","","","","","","","+1 613 262 8230","+1 613 890 7700","","","",""
"0x4cce7fee39878aa1:0x3aa37ce0c3c7bde8","C&C Plumbing","","","","","","Canada","45.2482659","-75.7141244","23","5","+13434516094","America/Toronto","https://candcplumbing.ca/","ChIJoYqHOe5_zkwR6L3Hw-B8ozo","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4cce7fee39878aa1:0x3aa37ce0c3c7bde8","Plumber | Service establishment | Water treatment supplier","wholesale, plumbing","","Closed","7 a.m.–4 p.m.","7 a.m.–4 p.m.","7 a.m.–4 p.m.","7 a.m.–4 p.m.","7 a.m.–4 p.m.","Closed","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0x4cce05e75fa72075:0xe96ac2e2f5e1c73f","Cundell Plumbing & Heating LTD","328-A Gardner St, Vanier, ON K1L 7V7","328-A Gardner St","Vanier","ON","K1L 7V7","Canada","45.432435299999995","-75.6654185","59","3.3","+16137441133","America/Toronto","","ChIJdSCnX-cFzkwRP8fh9eLCauk","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4cce05e75fa72075:0xe96ac2e2f5e1c73f","Plumber","plumbing, hvac","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0x4cce0f6d94d644b5:0x70a0dff9ae966374","Canada Plumbing Inc","1492 Northdale St, Ottawa, ON K1B 4G6","1492 Northdale St","Ottawa","ON","K1B 4G6","Canada","45.4222421","-75.60676819999999","6","5","+16132628230","America/Toronto","http://canadaplumbingservices.com/","ChIJtUTWlG0PzkwRdGOWrvnfoHA","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4cce0f6d94d644b5:0x70a0dff9ae966374","Plumber","plumbing","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","true","","https://www.facebook.com/Canada-Plumbing-Inc-108899934921527","","","","","","","","","Professional Ottawa Plumbers for All Plumbing Issues | Canada Plumbing","Our team of professional Ottawa Plumbers help resolve all plumbing issues, from clogged drains to fault hot water tanks. Call us today for more information.","jmcpherson@canadaplumbing.net","info@canadaplumbing.net","","","","","","","","+1 613 262 8230","+1 613 890 7700","","","",""
"0x4cce0d83e20bcfe5:0xf2d911a9d3c9baa3","Fyfe Plumbing","1120 Parisien St, Ottawa, ON K1B 3N5","1120 Parisien St","Ottawa","ON","K1B 3N5","Canada","45.418786","-75.62862679999999","10","4.6","+16132197574","America/Toronto","http://www.fyfeplumbing.ca/","ChIJ5c8L4oMNzkwRo7rJ06kR2fI","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4cce0d83e20bcfe5:0xf2d911a9d3c9baa3","Plumber | Bathroom remodeler","plumbing","","Closed","8 a.m.–5 p.m.","8 a.m.–5 p.m.","8 a.m.–5 p.m.","8 a.m.–5 p.m.","8 a.m.–5 p.m.","Closed","true","","https://facebook.com/FyfePlumbing","","","","","","","","","Fyfe Plumbing","","info@fyfeplumbing.ca","bfplumbing2@gmail.com","","","","","","","","+1 613 219 7574","","","","",""
"0x4cce0f027bcc2197:0xe36a23716d67a973","Superior Plumbing & Heating of Ottawa","2479 Stevenage Dr Unit 101, Ottawa, ON K1G 3W3","2479 Stevenage Dr Unit 101","Ottawa","ON","K1G 3W3","Canada","45.382129899999995","-75.6041","18","5","+16138016228","America/Toronto","https://superiorplumbing.ca/ottawa/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb","ChIJlyHMewIPzkwRc6lnbXEjauM","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4cce0f027bcc2197:0xe36a23716d67a973","Plumber | Air conditioning repair service | Boiler supplier | Drainage service | Furnace repair service | HVAC contractor | Septic system service | Water purification company | Water softening equipment supplier | Well drilling contractor","wholesale, plumbing, hvac, construction, septic, water-treatment","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","true","","https://www.facebook.com/SuperiorPlumbingHeating","https://www.instagram.com/superior_plumbingheating","https://www.tiktok.com/@superiorplumbingteam","","https://twitter.com/superior_ph","https://www.linkedin.com/company/superior-plumbing-and-heating","","https://www.youtube.com/channel/UC75J8nEDVrz7BhGuJirYq0w","https://pinterest.com/superiorplumbingandheating","Looking for a plumber near me? | Superior Plumbing & Heating","Superior Plumbing & Heating provides residential and commercial plumbing, drain, and heating services across Ontario. Licensed local plumbers. Fast, clean, and reliable.","info@superiorplumbing.ca","476-8304emailinfo@superiorplumbing.ca","","","","","","","","8669322818","7147448045","+1 866 932 2818","+1 587 619 7401","+1 647 476 8304",""
"0x4cce0fa1359a1adf:0x9a0e0b5e349f25cb","TPH Plumbing & Heating Inc","1580 Michael St, Ottawa, ON K1B 3T7","1580 Michael St","Ottawa","ON","K1B 3T7","Canada","45.410809699999994","-75.62622089999999","38","4","+16137450100","America/Toronto","https://tphinc.ca/","ChIJ3xqaNaEPzkwRyyWfNF4LDpo","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4cce0fa1359a1adf:0x9a0e0b5e349f25cb","Plumber | Heating contractor | Mechanical contractor","plumbing, hvac, construction","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","true","","https://www.facebook.com/pages","","","","","https://linkedin.com/company/tphinc","","","","TPH Plumbing & Heating | Ottawa's Best-in-class Commercial, Industrial, and Institutional Plumbing and Mechanical Services","We specialize in piping systems—plumbing, gas, hydronics, and medical—and partner with three major Ottawa industry leaders to provide complete mechanical solutions, including HVAC, controls, and insulation.","tph@tphinc.ca","estimating@tphinc.ca","","","","","","","","+1 613 745 0100","","","","",""
"0x4cce073bd41aa349:0x75bd93af69aed757","Francis Plumbing Heating & Cooling","894 Boyd Ave, Ottawa, ON K2A 2E3","894 Boyd Ave","Ottawa","ON","K2A 2E3","Canada","45.375049","-75.7505209","1514","4.8","+16139007090","America/Toronto","http://www.francisplumbing.com/","ChIJSaMa1DsHzkwRV9euaa-TvXU","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4cce073bd41aa349:0x75bd93af69aed757","Plumber | Air conditioning repair service | Air duct cleaning service | Boiler supplier | Drainage service | Furnace repair service | Heating contractor | Hot water system supplier | HVAC contractor | Air conditioning contractor","wholesale, plumbing, hvac, cleaning, construction","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","true","","https://www.facebook.com/FrancisPlumbing1933","https://www.instagram.com/francis_plumbing_heating_hvac","","","","https://linkedin.com/company/d","","https://www.youtube.com/@FrancisPlumbing","","Ottawa HVAC repair & Installation | Furnace, Air-Conditioning, Plumbing & Heat Pump Experts","Francis Plumbing Heating & Cooling provides HVAC, air-conditioning, plumbing, furnace, boilers, water heater & heat pump repair, installation & maintenance services in Ottawa and nearby areas. Count on us for emergency after-hours HVAC and Plumbing services in Ottawa. Contact Now!","ianh@francisplumbing.com","marketing@francisplumbing.com","marketing@francisplumbing.comphone","","","","","","","+1 613 224 0041","","","","",""
"0x4cce076502c14f9d:0x5a8c5c055176abfb","Its Plumbing","1680 Woodward Dr Unit 206, Ottawa, ON K2C 2B5","1680 Woodward Dr Unit 206","Ottawa","ON","K2C 2B5","Canada","45.373138399999995","-75.7487701","79","4.9","+13435001109","America/Toronto","http://www.itsplumbing.ca/","ChIJnU_BAmUHzkwR-6t2UQVcjFo","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4cce076502c14f9d:0x5a8c5c055176abfb","Plumber | HVAC contractor","plumbing, hvac, construction","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","true","","https://www.facebook.com/itsplumbing.ca","","","","","https://www.linkedin.com/company/itsplumbing","","","","It's Plumbing | Our 5-Star Plumbing Services","We understand that plumbing issues can be stressful and disruptive. With our 5-Star Plumbing Service, you can rest assured that your home or business will be in good hands!","info@itsplumbing.ca","","","","","","","","","+1 343 500 1109","","","","",""
"0x4cce0f634758f6bf:0x4083ec63f287e41c","ComfortWay HVAC & Plumbing","737 Fairdale Ave, Ottawa, ON K1G 1X6","737 Fairdale Ave","Ottawa","ON","K1G 1X6","Canada","45.3954832","-75.63596249999999","63","5","+13435582496","America/Toronto","https://comfortway.ca/","ChIJv_ZYR2MPzkwRHOSH8mPsg0A","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4cce0f634758f6bf:0x4083ec63f287e41c","Plumber | Air conditioning contractor | Air conditioning repair service | Furnace repair service | Heating contractor | HVAC contractor","plumbing, hvac, construction","","Closed","8 a.m.–5 p.m.","8 a.m.–5 p.m.","8 a.m.–5 p.m.","8 a.m.–5 p.m.","8 a.m.–5 p.m.","Closed","true","","https://www.facebook.com/ComfortWayHVACandPlumbing","","","","","","","","","ComfortWay HVAC & Plumbing | Trusted Home Comfort Experts in Ottawa","Ottawa HVAC and Plumbing Experts specializing in Furnaces, Boilers, Heat pumps,Tankless water heaters, and AC systems.","comfort.way@hotmail.com","","","","","","","","","+1 343 558 2496","","","","",""
"0x4cce0133d7899e71:0xc623d6b15fdce6a","Environmental Plumbing","","","","","","Canada","45.2482659","-75.8002569","472","4.8","+16135195931","America/Toronto","https://environmentalplumbing.ca/?utm_campaign=gmb","ChIJcZ6J1zMBzkwRas79FWs9Ygw","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4cce0133d7899e71:0xc623d6b15fdce6a","Plumber | Drainage service | Service establishment | Repair Service","plumbing","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","true","","https://www.facebook.com/environmentalplumbingottawa","https://www.instagram.com/environmentalplumbing","","","","","","https://www.youtube.com/@EnvironmentalPlumbingCanada","","Ottawa Plumbing and Drain Cleaning - Same-Day Plumbers With Environmental Plumbing and Drains","Environmental Plumbing and Drains Ottawa is a Plumbing company setup by expert Gary Greco. Over 35 years of local experience, we offer expert drain cleaning, plumbing services in Nepean, Barrhaven, Kanata and Ontario West.","","","","","","","","","","","","","","",""
"0x4cce05abfa69ceb3:0xa3afd7224b5fb9b1","United Association Plumbers & Pipefitters Union","Kenson Building, 225 Metcalfe St, Ottawa, ON K2P 0G3","Kenson Building, 225 Metcalfe St","Ottawa","ON","K2P 0G3","Canada","45.4175782","-75.6925235","","","+16135651100","America/Toronto","https://ualocal71.com/","ChIJs85p-qsFzkwRsblfSyLXr6M","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4cce05abfa69ceb3:0xa3afd7224b5fb9b1","Labor union","association","","","","","","","","","false","","https://www.facebook.com/ualocal71","","","","","","","","","United Association (UA) Local 71 Ottawa-Gatineau-Cornwall - Plumbers, Pipefitters/Steamfitters & Welders","The United Association of Journeymen and Apprentices of the Plumbing and Pipe Fitting Industry of the United States and Canada UA Local 71 is a multi-craft union whose members are engaged in the fabrication, installation and servicing of piping systems. We are Plumbers, Pipefitters/Steamfitters, and Welders.","office@ualocal71.com","gatineau@ualocal71.com","","","","","","","","+1 613 728 5583","+1 613 932 6132","+1 866 534 8858","+1 819 246 1776","+1 613 728 7242","+1 613 932 8012"
